id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,month,year_month,year,season,house_age,basement,median_price_zip,median_price_season,status,selling_price,profit
9482700475,2014-09-27,875000.0,4,3.5,2850,4416,1.5,no,0,3,7,2040,810,1926-01-01,1970-01-01,98103,47.6835,-122.34200000000001,9,2014-09,2014,fall,old,yes,550000.0,527950.0,buy,962500.0000000001,87500.00000000012
3856901435,2014-10-27,720000.0,4,2.0,1760,4500,1.5,no,0,5,7,1760,0,1906-01-01,1970-01-01,98103,47.6711,-122.331,10,2014-10,2014,fall,old,no,550000.0,527950.0,buy,792000.0000000001,72000.00000000012
6430500293,2014-11-12,395000.0,2,1.5,1010,3060,1.0,no,0,4,7,1010,0,1918-01-01,1970-01-01,98103,47.6897,-122.354,11,2014-11,2014,fall,old,no,550000.0,527950.0,buy,513500.0,118500.0
3797000680,2014-11-25,549000.0,3,2.0,1340,3000,2.0,no,0,5,7,1340,0,1905-01-01,1970-01-01,98103,47.6857,-122.34899999999999,11,2014-11,2014,fall,old,no,550000.0,527950.0,buy,603900.0,54900.0
9178601630,2014-11-13,720000.0,2,1.0,1580,2199,2.0,no,2,3,8,1580,0,1921-01-01,1995-01-01,98103,47.6541,-122.329,11,2014-11,2014,fall,old,no,550000.0,527950.0,buy,792000.0000000001,72000.00000000012
9136102057,2014-09-05,650000.0,4,2.5,2160,3139,1.0,no,0,3,7,1080,1080,1940-01-01,1970-01-01,98103,47.6662,-122.338,9,2014-09,2014,fall,old,yes,550000.0,527950.0,buy,715000.0,65000.0
5694000768,2014-09-22,550000.0,3,2.25,1700,1481,3.0,no,0,3,8,1700,0,2002-01-01,1970-01-01,98103,47.6598,-122.34899999999999,9,2014-09,2014,fall,new,no,550000.0,527950.0,buy,605000.0,55000.0
1931300425,2014-09-08,539000.0,3,2.5,2170,3200,1.5,no,0,5,7,1280,890,1923-01-01,1970-01-01,98103,47.6543,-122.34700000000001,9,2014-09,2014,fall,old,yes,550000.0,527950.0,buy,592900.0,53900.0
6865200095,2014-10-24,725000.0,3,2.0,2110,5800,1.5,no,0,4,7,1990,120,1927-01-01,1970-01-01,98103,47.6645,-122.34200000000001,10,2014-10,2014,fall,old,yes,550000.0,527950.0,buy,797500.0000000001,72500.00000000012
4310700020,2014-10-10,280000.0,3,1.0,1100,5132,1.0,no,0,3,6,840,260,1948-01-01,1970-01-01,98103,47.7011,-122.336,10,2014-10,2014,fall,old,yes,550000.0,527950.0,buy,364000.0,84000.0
9521100880,2014-09-16,588000.0,3,1.5,1780,4200,1.5,no,0,4,8,1780,0,1916-01-01,1970-01-01,98103,47.662,-122.34899999999999,9,2014-09,2014,fall,old,no,550000.0,527950.0,buy,646800.0,58800.0
4310702876,2014-11-03,398500.0,2,2.5,1780,1311,3.0,no,0,3,8,1350,430,2005-01-01,1970-01-01,98103,47.6962,-122.34,11,2014-11,2014,fall,new,yes,550000.0,527950.0,buy,518050.0,119550.0
1931300665,2014-10-09,850000.0,3,3.0,1910,4800,1.5,no,0,3,9,1910,0,1900-01-01,1991-01-01,98103,47.6572,-122.346,10,2014-10,2014,fall,old,no,550000.0,527950.0,buy,935000.0000000001,85000.00000000012
2919200665,2014-11-03,734000.0,3,1.75,2145,3840,1.5,no,0,5,8,2145,0,1910-01-01,1970-01-01,98103,47.6875,-122.35700000000001,11,2014-11,2014,fall,old,no,550000.0,527950.0,buy,807400.0000000001,73400.00000000012
91000320,2014-09-23,393000.0,2,1.0,980,3350,1.0,no,0,4,7,980,0,1925-01-01,1970-01-01,98103,47.6858,-122.352,9,2014-09,2014,fall,old,no,550000.0,527950.0,buy,510900.0,117900.0
1923800135,2014-10-01,495000.0,3,1.75,2080,3000,1.0,no,0,4,7,1040,1040,1925-01-01,1970-01-01,98103,47.6853,-122.35,10,2014-10,2014,fall,old,yes,550000.0,527950.0,buy,643500.0,148500.0
8129700565,2014-10-08,601450.0,2,3.25,1840,1500,3.0,no,0,3,8,1840,0,2001-01-01,1970-01-01,98103,47.6595,-122.354,10,2014-10,2014,fall,new,no,550000.0,527950.0,buy,661595.0,60145.0
8032700070,2014-11-18,770000.0,3,2.25,1870,1900,3.0,no,0,3,8,1870,0,2008-01-01,1970-01-01,98103,47.6537,-122.34,11,2014-11,2014,fall,new,no,550000.0,527950.0,buy,847000.0000000001,77000.00000000012
6815100370,2014-10-30,845000.0,4,3.0,2390,4000,1.5,no,0,5,8,1460,930,1931-01-01,1970-01-01,98103,47.6857,-122.331,10,2014-10,2014,fall,old,yes,550000.0,527950.0,buy,929500.0000000001,84500.00000000012
1997200060,2014-09-08,270000.0,1,1.0,720,5196,1.0,no,0,3,7,720,0,1911-01-01,1970-01-01,98103,47.6928,-122.337,9,2014-09,2014,fall,old,no,550000.0,527950.0,buy,351000.0,81000.0
9232900075,2014-10-21,314963.0,2,1.0,890,6350,1.0,no,0,3,6,890,0,1943-01-01,1970-01-01,98103,47.6975,-122.35700000000001,10,2014-10,2014,fall,old,no,550000.0,527950.0,buy,409451.9,94488.90000000002
9523100550,2014-10-03,857500.0,3,1.5,2040,3960,2.0,no,2,5,8,2040,0,1928-01-01,1970-01-01,98103,47.6658,-122.355,10,2014-10,2014,fall,old,no,550000.0,527950.0,buy,943250.0000000001,85750.00000000012
9523102420,2014-09-22,535000.0,1,1.0,920,5000,1.0,no,3,4,7,920,0,1906-01-01,1970-01-01,98103,47.6748,-122.352,9,2014-09,2014,fall,old,no,550000.0,527950.0,buy,588500.0,53500.0
9482700455,2014-10-21,696500.0,4,2.75,2540,4400,1.5,no,0,5,7,1630,910,1925-01-01,1970-01-01,98103,47.6832,-122.34299999999999,10,2014-10,2014,fall,old,yes,550000.0,527950.0,buy,766150.0000000001,69650.00000000012
8129700085,2014-09-24,597000.0,4,2.5,2280,2432,2.0,no,0,5,8,1520,760,1921-01-01,1970-01-01,98103,47.6605,-122.355,9,2014-09,2014,fall,old,yes,550000.0,527950.0,buy,656700.0,59700.0
4083306705,2014-11-21,725000.0,4,2.5,2130,3420,1.5,no,0,4,7,1730,400,1916-01-01,1970-01-01,98103,47.648999999999994,-122.336,11,2014-11,2014,fall,old,yes,550000.0,527950.0,buy,797500.0000000001,72500.00000000012
4083304700,2014-11-25,488000.0,3,1.0,1600,3200,1.5,no,0,3,7,1600,0,1909-01-01,1970-01-01,98103,47.653,-122.331,11,2014-11,2014,fall,old,no,550000.0,527950.0,buy,634400.0,146400.0
6431000005,2014-11-23,599995.0,3,1.0,1620,3000,1.5,no,0,5,7,1620,0,1928-01-01,1970-01-01,98103,47.6888,-122.34700000000001,11,2014-11,2014,fall,old,no,550000.0,527950.0,buy,659994.5,59999.5
2306400010,2014-10-17,500000.0,2,1.0,1120,3220,1.0,no,0,4,7,1120,0,1923-01-01,1970-01-01,98103,47.6588,-122.344,10,2014-10,2014,fall,old,no,550000.0,527950.0,buy,650000.0,150000.0
4083802425,2014-10-10,608000.0,3,1.5,2240,3750,1.0,no,0,3,7,1220,1020,1952-01-01,1970-01-01,98103,47.6624,-122.336,10,2014-10,2014,fall,old,yes,550000.0,527950.0,buy,668800.0,60800.0
455000190,2014-10-06,825000.0,3,1.75,2080,5000,2.0,no,0,5,8,2080,0,1906-01-01,1970-01-01,98103,47.6717,-122.35600000000001,10,2014-10,2014,fall,old,no,550000.0,527950.0,buy,907500.0000000001,82500.00000000012
4146800050,2014-11-26,563000.0,3,2.0,1580,5289,1.0,no,0,3,7,870,710,1940-01-01,1970-01-01,98103,47.6881,-122.34200000000001,11,2014-11,2014,fall,old,yes,550000.0,527950.0,buy,619300.0,56300.0
1532300155,2014-09-16,425000.0,4,1.0,1080,6095,1.5,no,0,4,6,1080,0,1924-01-01,1970-01-01,98103,47.6962,-122.346,9,2014-09,2014,fall,old,no,550000.0,527950.0,buy,552500.0,127500.0
1646500365,2014-11-21,579000.0,3,1.75,1800,4429,2.0,no,0,4,7,1800,0,1906-01-01,1970-01-01,98103,47.6842,-122.35700000000001,11,2014-11,2014,fall,old,no,550000.0,527950.0,buy,636900.0,57900.0
2883200775,2014-11-13,799000.0,3,1.0,1510,4178,2.0,no,0,3,8,1510,0,1902-01-01,1979-01-01,98103,47.6849,-122.335,11,2014-11,2014,fall,old,no,550000.0,527950.0,buy,878900.0000000001,79900.00000000012
3226049054,2014-10-03,526500.0,3,1.5,1310,7236,1.0,no,0,4,7,1170,140,1928-01-01,1970-01-01,98103,47.6944,-122.333,10,2014-10,2014,fall,old,yes,550000.0,527950.0,buy,684450.0,157950.0
6430500191,2014-11-06,315000.0,1,1.0,700,3876,1.0,no,0,3,6,700,0,1910-01-01,1970-01-01,98103,47.6886,-122.352,11,2014-11,2014,fall,old,no,550000.0,527950.0,buy,409500.0,94500.0
9468200175,2014-11-14,635500.0,3,2.0,1660,3600,1.0,no,0,3,7,1000,660,1939-01-01,2006-01-01,98103,47.6789,-122.351,11,2014-11,2014,fall,old,yes,550000.0,527950.0,buy,699050.0,63550.0
1324300018,2014-11-21,476000.0,2,2.25,1140,1332,3.0,no,0,3,8,1140,0,1999-01-01,1970-01-01,98103,47.6543,-122.35600000000001,11,2014-11,2014,fall,new,no,550000.0,527950.0,buy,618800.0,142800.0
1972202023,2014-09-04,504500.0,3,2.5,1820,1545,3.0,no,2,3,8,1640,180,1998-01-01,1970-01-01,98103,47.6523,-122.346,9,2014-09,2014,fall,new,yes,550000.0,527950.0,buy,655850.0,151350.0
1972200325,2014-09-19,530000.0,2,2.25,1260,1312,3.0,no,0,3,8,1260,0,2007-01-01,1970-01-01,98103,47.6538,-122.35600000000001,9,2014-09,2014,fall,new,no,550000.0,527950.0,buy,583000.0,53000.0
1972200382,2014-11-21,387000.0,2,1.5,1010,948,3.0,no,0,3,8,1010,0,1999-01-01,1970-01-01,98103,47.6529,-122.355,11,2014-11,2014,fall,new,no,550000.0,527950.0,buy,503100.0,116100.0
4083306045,2014-10-29,1375000.0,5,3.75,3330,5042,2.0,no,2,3,9,2470,860,2014-01-01,1970-01-01,98103,47.6497,-122.339,10,2014-10,2014,fall,new,yes,550000.0,527950.0,buy,1512500.0000000002,137500.00000000023
5695000270,2014-11-03,660000.0,3,2.25,1570,1680,3.0,no,0,3,8,1570,0,2014-01-01,1970-01-01,98103,47.6585,-122.348,11,2014-11,2014,fall,new,no,550000.0,527950.0,buy,726000.0000000001,66000.00000000012
9523100731,2014-09-30,580000.0,3,2.5,1620,1171,3.0,no,4,3,8,1470,150,2008-01-01,1970-01-01,98103,47.6681,-122.355,9,2014-09,2014,fall,new,yes,550000.0,527950.0,buy,638000.0,58000.0
8032700075,2014-10-15,622000.0,3,3.5,1690,1765,2.0,no,0,3,8,1370,320,2006-01-01,1970-01-01,98103,47.6536,-122.34,10,2014-10,2014,fall,new,yes,550000.0,527950.0,buy,684200.0,62200.0
9551201240,2014-10-30,1465000.0,4,2.5,2800,4000,2.0,no,0,3,9,2800,0,2011-01-01,1970-01-01,98103,47.6695,-122.339,10,2014-10,2014,fall,new,no,550000.0,527950.0,buy,1611500.0000000002,146500.00000000023
1972200426,2014-09-18,525000.0,2,2.75,1310,1268,3.5,no,0,3,8,1310,0,2007-01-01,1970-01-01,98103,47.6534,-122.355,9,2014-09,2014,fall,new,no,550000.0,527950.0,buy,682500.0,157500.0
3362401758,2014-09-03,467000.0,3,2.25,1420,990,3.0,no,0,3,8,1420,0,2008-01-01,1970-01-01,98103,47.6801,-122.348,9,2014-09,2014,fall,new,no,550000.0,527950.0,buy,607100.0,140100.0
1972202187,2014-10-24,565000.0,3,2.5,1870,1058,3.0,no,0,3,8,1380,490,2007-01-01,1970-01-01,98103,47.6512,-122.345,10,2014-10,2014,fall,new,yes,550000.0,527950.0,buy,621500.0,56500.0
293670040,2014-10-08,482500.0,2,2.5,1170,809,2.0,no,0,3,9,1170,0,2007-01-01,1970-01-01,98103,47.6875,-122.339,10,2014-10,2014,fall,new,no,550000.0,527950.0,buy,627250.0,144750.0
9524100322,2014-10-20,375000.0,3,2.25,1140,1557,3.0,no,0,3,8,1140,0,2007-01-01,1970-01-01,98103,47.6947,-122.34200000000001,10,2014-10,2014,fall,new,no,550000.0,527950.0,buy,487500.0,112500.0
5695000142,2014-10-24,420000.0,2,1.5,1100,1107,3.0,no,0,3,8,1100,0,2008-01-01,1970-01-01,98103,47.6584,-122.35,10,2014-10,2014,fall,new,no,550000.0,527950.0,buy,546000.0,126000.0
9267200062,2014-09-11,336000.0,3,2.5,1260,1211,3.0,no,0,3,8,1260,0,2004-01-01,1970-01-01,98103,47.6969,-122.34299999999999,9,2014-09,2014,fall,new,no,550000.0,527950.0,buy,436800.0,100800.0
5693501102,2014-10-30,598500.0,3,3.0,1560,2091,3.0,no,0,3,8,1560,0,2006-01-01,1970-01-01,98103,47.6604,-122.352,10,2014-10,2014,fall,new,no,550000.0,527950.0,buy,658350.0,59850.0
6431000987,2014-09-02,385000.0,3,2.25,1630,1598,3.0,no,0,3,8,1630,0,2008-01-01,1970-01-01,98103,47.6904,-122.34700000000001,9,2014-09,2014,fall,new,no,550000.0,527950.0,buy,500500.0,115500.0
1972200227,2014-10-07,459000.0,3,1.5,1160,1031,3.0,no,0,3,8,1160,0,2008-01-01,1970-01-01,98103,47.6538,-122.35700000000001,10,2014-10,2014,fall,new,no,550000.0,527950.0,buy,596700.0,137700.0
1972201967,2014-10-31,520000.0,2,2.25,1530,981,3.0,no,0,3,8,1480,50,2006-01-01,1970-01-01,98103,47.6533,-122.346,10,2014-10,2014,fall,new,yes,550000.0,527950.0,buy,676000.0,156000.0
625049299,2014-12-03,482000.0,2,1.0,950,3960,1.0,no,0,3,7,950,0,1941-01-01,1970-01-01,98103,47.6885,-122.337,12,2014-12,2014,winter,old,no,550000.0,546500.0,buy,626600.0,144600.0
3126049411,2014-12-09,340000.0,2,2.5,1100,1760,3.0,no,0,3,7,1100,0,1997-01-01,1970-01-01,98103,47.6972,-122.35,12,2014-12,2014,winter,new,no,550000.0,546500.0,buy,442000.0,102000.0
1646500785,2014-12-15,499000.0,2,1.0,1450,3090,2.0,no,0,3,7,1450,0,1919-01-01,1987-01-01,98103,47.6853,-122.35600000000001,12,2014-12,2014,winter,old,no,550000.0,546500.0,buy,648700.0,149700.0
9136103130,2014-12-01,430000.0,2,1.5,1090,4013,1.5,no,0,3,7,1090,0,1900-01-01,1970-01-01,98103,47.6652,-122.338,12,2014-12,2014,winter,old,no,550000.0,546500.0,buy,559000.0,129000.0
3362400590,2015-02-19,700000.0,4,2.0,2230,4635,1.5,no,0,5,7,1510,720,1908-01-01,1970-01-01,98103,47.681999999999995,-122.34899999999999,2,2015-02,2015,winter,old,yes,550000.0,546500.0,buy,770000.0000000001,70000.00000000012
4310702775,2015-02-03,280000.0,2,1.5,800,1196,2.0,no,0,3,8,800,0,2003-01-01,1970-01-01,98103,47.6972,-122.34100000000001,2,2015-02,2015,winter,new,no,550000.0,546500.0,buy,364000.0,84000.0
263000164,2014-12-17,425000.0,2,1.0,830,6030,1.0,no,0,4,6,830,0,1925-01-01,1970-01-01,98103,47.6994,-122.34700000000001,12,2014-12,2014,winter,old,no,550000.0,546500.0,buy,552500.0,127500.0
9523104345,2014-12-18,825000.0,5,3.0,4080,7500,2.0,no,2,4,8,2720,1360,1961-01-01,1970-01-01,98103,47.6722,-122.34899999999999,12,2014-12,2014,winter,new,yes,550000.0,546500.0,buy,907500.0000000001,82500.00000000012
6430000280,2014-12-16,453000.0,4,2.0,1880,5100,1.0,no,0,3,8,1880,0,1952-01-01,1970-01-01,98103,47.6872,-122.34899999999999,12,2014-12,2014,winter,old,no,550000.0,546500.0,buy,588900.0,135900.0
3797001815,2015-02-17,532500.0,2,1.0,820,3000,1.0,no,0,4,7,820,0,1924-01-01,1970-01-01,98103,47.6842,-122.348,2,2015-02,2015,winter,old,no,550000.0,546500.0,buy,692250.0,159750.0
1923300170,2015-01-09,629000.0,5,2.0,2050,3000,1.5,no,0,3,7,1470,580,1912-01-01,1984-01-01,98103,47.6864,-122.352,1,2015-01,2015,winter,old,yes,550000.0,546500.0,buy,691900.0,62900.0
2877100235,2014-12-22,650000.0,5,2.0,2400,3500,1.5,no,0,3,8,1900,500,1911-01-01,1970-01-01,98103,47.6762,-122.35600000000001,12,2014-12,2014,winter,old,yes,550000.0,546500.0,buy,715000.0,65000.0
263000280,2014-12-02,450000.0,3,2.0,1150,4500,1.5,no,0,3,7,1150,0,1917-01-01,1991-01-01,98103,47.6985,-122.348,12,2014-12,2014,winter,old,no,550000.0,546500.0,buy,585000.0,135000.0
6815100095,2014-12-23,510000.0,2,1.0,1310,4000,1.0,no,0,3,6,1310,0,1913-01-01,1970-01-01,98103,47.6854,-122.329,12,2014-12,2014,winter,old,no,550000.0,546500.0,buy,663000.0,153000.0
6813600380,2014-12-24,700000.0,3,3.0,2090,7440,1.5,no,0,5,7,1290,800,1922-01-01,1970-01-01,98103,47.6891,-122.331,12,2014-12,2014,winter,old,yes,550000.0,546500.0,buy,770000.0000000001,70000.00000000012
9524100050,2014-12-22,360000.0,3,1.75,1255,1113,3.0,no,0,3,8,1255,0,2010-01-01,1970-01-01,98103,47.6958,-122.34299999999999,12,2014-12,2014,winter,new,no,550000.0,546500.0,buy,468000.0,108000.0
1994200375,2014-12-03,601150.0,2,2.0,1660,5200,1.0,no,0,5,7,1120,540,1906-01-01,1970-01-01,98103,47.6871,-122.334,12,2014-12,2014,winter,old,yes,550000.0,546500.0,buy,661265.0,60115.0
3363900155,2014-12-09,470000.0,2,1.0,1220,4000,1.5,no,0,4,6,1220,0,1908-01-01,1970-01-01,98103,47.6801,-122.354,12,2014-12,2014,winter,old,no,550000.0,546500.0,buy,611000.0,141000.0
7821200375,2015-01-26,432000.0,2,1.0,960,3235,1.0,no,0,4,7,960,0,1916-01-01,1970-01-01,98103,47.661,-122.344,1,2015-01,2015,winter,old,no,550000.0,546500.0,buy,561600.0,129600.0
3975400045,2014-12-26,920000.0,6,3.0,3300,4218,2.0,no,0,3,8,2200,1100,1970-01-01,1970-01-01,98103,47.6557,-122.344,12,2014-12,2014,winter,new,yes,550000.0,546500.0,buy,1012000.0000000001,92000.00000000012
263000327,2015-02-27,400000.0,3,2.5,1460,1319,3.0,no,0,3,8,1460,0,2002-01-01,1970-01-01,98103,47.698,-122.34899999999999,2,2015-02,2015,winter,new,no,550000.0,546500.0,buy,520000.0,120000.0
1814800060,2015-02-20,965000.0,4,3.5,3290,5559,1.5,no,0,3,8,2290,1000,1906-01-01,2004-01-01,98103,47.6788,-122.346,2,2015-02,2015,winter,old,yes,550000.0,546500.0,buy,1061500.0,96500.0
993002127,2015-02-23,436000.0,3,2.25,1480,1384,3.0,no,0,3,8,1480,0,2008-01-01,1970-01-01,98103,47.691,-122.34200000000001,2,2015-02,2015,winter,new,no,550000.0,546500.0,buy,566800.0,130800.0
6430500238,2014-12-16,651500.0,4,1.5,1500,3075,2.0,no,0,5,7,1420,80,1929-01-01,1970-01-01,98103,47.6893,-122.35,12,2014-12,2014,winter,old,yes,550000.0,546500.0,buy,716650.0,65150.0
1257201375,2014-12-02,550000.0,3,2.0,1650,3952,2.0,no,0,3,7,1650,0,1950-01-01,1970-01-01,98103,47.6727,-122.33,12,2014-12,2014,winter,old,no,550000.0,546500.0,buy,605000.0,55000.0
9521101520,2014-12-12,543000.0,2,1.0,940,3864,1.0,no,0,4,8,940,0,1918-01-01,1970-01-01,98103,47.6631,-122.345,12,2014-12,2014,winter,old,no,550000.0,546500.0,buy,705900.0,162900.0
2877104196,2014-12-06,760000.0,3,2.0,1780,1750,1.0,no,2,3,8,1400,380,1927-01-01,2014-01-01,98103,47.6797,-122.35700000000001,12,2014-12,2014,winter,old,yes,550000.0,546500.0,buy,836000.0000000001,76000.00000000012
510000641,2015-01-30,662500.0,3,2.0,2070,4200,1.5,no,0,4,7,1670,400,1906-01-01,1970-01-01,98103,47.6624,-122.333,1,2015-01,2015,winter,old,yes,550000.0,546500.0,buy,728750.0000000001,66250.00000000012
510000050,2014-12-03,762000.0,3,1.75,2150,2527,2.0,no,0,4,8,1400,750,1906-01-01,1970-01-01,98103,47.6629,-122.329,12,2014-12,2014,winter,old,yes,550000.0,546500.0,buy,838200.0000000001,76200.00000000012
2402100675,2015-02-10,645000.0,3,3.75,2050,6000,2.0,no,0,5,7,1550,500,1910-01-01,1970-01-01,98103,47.6873,-122.33200000000001,2,2015-02,2015,winter,old,yes,550000.0,546500.0,buy,709500.0,64500.0
3226049530,2015-01-22,465000.0,5,3.0,2010,7264,1.0,no,0,3,7,1290,720,1990-01-01,1970-01-01,98103,47.6945,-122.33,1,2015-01,2015,winter,new,yes,550000.0,546500.0,buy,604500.0,139500.0
6813600605,2015-01-28,1350000.0,4,4.5,3420,7440,3.0,no,0,3,9,3420,0,2014-01-01,1970-01-01,98103,47.6875,-122.33,1,2015-01,2015,winter,new,no,550000.0,546500.0,buy,1485000.0000000002,135000.00000000023
1923300315,2015-02-17,565000.0,2,1.75,1720,3000,1.0,no,0,5,7,860,860,1925-01-01,1970-01-01,98103,47.68600000000001,-122.351,2,2015-02,2015,winter,old,yes,550000.0,546500.0,buy,621500.0,56500.0
5511600315,2015-02-18,575000.0,2,1.5,1400,5810,2.0,no,0,3,7,1400,0,1940-01-01,1970-01-01,98103,47.6843,-122.34100000000001,2,2015-02,2015,winter,old,no,550000.0,546500.0,buy,632500.0,57500.0
9528105305,2015-01-21,1375000.0,4,3.5,3130,4500,2.0,no,0,3,9,2060,1070,2014-01-01,1970-01-01,98103,47.677,-122.33,1,2015-01,2015,winter,new,yes,550000.0,546500.0,buy,1512500.0000000002,137500.00000000023
4310700778,2015-02-10,539950.0,3,2.25,1860,1558,3.0,no,0,3,8,1860,0,2014-01-01,1970-01-01,98103,47.7006,-122.339,2,2015-02,2015,winter,new,no,550000.0,546500.0,buy,701935.0,161985.0
2883200760,2015-02-09,925000.0,3,2.5,2440,7419,1.0,no,0,3,7,1520,920,1961-01-01,1970-01-01,98103,47.6857,-122.334,2,2015-02,2015,winter,new,yes,550000.0,546500.0,buy,1017500.0000000001,92500.00000000012
6430000945,2014-12-04,665000.0,2,2.0,1615,4590,1.5,no,0,5,8,1615,0,1906-01-01,1970-01-01,98103,47.6886,-122.348,12,2014-12,2014,winter,old,no,550000.0,546500.0,buy,731500.0000000001,66500.00000000012
9523103990,2014-12-08,611000.0,3,1.0,1850,5000,1.5,no,0,3,7,1850,0,1922-01-01,1970-01-01,98103,47.6727,-122.351,12,2014-12,2014,winter,old,no,550000.0,546500.0,buy,672100.0,61100.0
6815100085,2014-12-24,1001000.0,4,2.0,3100,8000,1.5,no,0,5,7,2040,1060,1939-01-01,1970-01-01,98103,47.6852,-122.329,12,2014-12,2014,winter,old,yes,550000.0,546500.0,buy,1101100.0,100100.0
1825049013,2015-02-13,560000.0,4,2.0,1380,4048,1.5,no,0,4,7,1380,0,1906-01-01,1970-01-01,98103,47.6583,-122.344,2,2015-02,2015,winter,old,no,550000.0,546500.0,buy,616000.0,56000.0
6865200981,2014-12-21,517000.0,2,1.0,1140,3750,1.0,no,0,4,7,1140,0,1925-01-01,1970-01-01,98103,47.6619,-122.34299999999999,12,2014-12,2014,winter,old,no,550000.0,546500.0,buy,672100.0,155100.0
3362400650,2015-01-16,820000.0,4,2.75,2420,4635,1.5,no,0,5,7,2420,0,1905-01-01,1970-01-01,98103,47.681999999999995,-122.34700000000001,1,2015-01,2015,winter,old,no,550000.0,546500.0,buy,902000.0000000001,82000.00000000012
9524100207,2015-01-30,245000.0,2,1.5,690,1058,2.0,no,0,3,7,690,0,2005-01-01,1970-01-01,98103,47.6951,-122.34299999999999,1,2015-01,2015,winter,new,no,550000.0,546500.0,buy,318500.0,73500.0
3362400094,2014-12-03,550000.0,3,2.25,1540,1005,3.0,no,0,3,8,1540,0,2008-01-01,1970-01-01,98103,47.6827,-122.346,12,2014-12,2014,winter,new,no,550000.0,546500.0,buy,605000.0,55000.0
263000255,2014-12-02,375000.0,3,2.25,1540,1561,3.0,no,0,3,8,1540,0,2010-01-01,1970-01-01,98103,47.6991,-122.346,12,2014-12,2014,winter,new,no,550000.0,546500.0,buy,487500.0,112500.0
993001914,2015-01-06,344000.0,3,2.25,1250,1033,3.0,no,0,3,8,1250,0,2007-01-01,1970-01-01,98103,47.6907,-122.34299999999999,1,2015-01,2015,winter,new,no,550000.0,546500.0,buy,447200.0,103200.0
4083306616,2015-02-24,450000.0,2,1.5,960,1000,2.0,no,0,3,8,920,40,2008-01-01,1970-01-01,98103,47.6489,-122.335,2,2015-02,2015,winter,new,yes,550000.0,546500.0,buy,585000.0,135000.0
6749700063,2014-12-15,356000.0,2,2.25,1230,989,3.0,no,0,3,8,1230,0,2007-01-01,1970-01-01,98103,47.6975,-122.348,12,2014-12,2014,winter,new,no,550000.0,546500.0,buy,462800.0,106800.0
263000006,2014-12-16,375000.0,3,2.5,1530,1131,3.0,no,0,3,8,1530,0,2009-01-01,1970-01-01,98103,47.6993,-122.346,12,2014-12,2014,winter,new,no,550000.0,546500.0,buy,487500.0,112500.0
263000009,2015-01-29,375000.0,3,2.5,1440,1102,3.0,no,0,3,8,1440,0,2009-01-01,1970-01-01,98103,47.6995,-122.346,1,2015-01,2015,winter,new,no,550000.0,546500.0,buy,487500.0,112500.0
3797001702,2014-12-16,1065000.0,5,3.5,2920,3000,2.0,no,0,3,9,2260,660,2014-01-01,1970-01-01,98103,47.6846,-122.34899999999999,12,2014-12,2014,winter,new,yes,550000.0,546500.0,buy,1171500.0,106500.0
3362401761,2015-02-25,450000.0,2,1.5,1020,1049,3.0,no,0,3,8,1020,0,2008-01-01,1970-01-01,98103,47.68,-122.348,2,2015-02,2015,winter,new,no,550000.0,546500.0,buy,585000.0,135000.0
16000397,2014-12-05,189000.0,2,1.0,1200,9850,1.0,no,0,4,7,1200,0,1921-01-01,1970-01-01,98002,47.3089,-122.21,12,2014-12,2014,winter,old,no,235000.0,238000.0,buy,245700.0,56700.0
8669160310,2014-12-09,266000.0,3,2.5,1805,3402,2.0,no,0,3,7,1805,0,2009-01-01,1970-01-01,98002,47.3521,-122.212,12,2014-12,2014,winter,new,no,235000.0,238000.0,buy,292600.0,26600.0
1887500045,2014-12-26,247500.0,4,2.0,2460,5921,1.0,no,0,4,7,1230,1230,1948-01-01,1970-01-01,98002,47.308,-122.209,12,2014-12,2014,winter,old,yes,235000.0,238000.0,buy,272250.0,24750.0
3339900096,2014-12-10,250750.0,5,1.75,2140,12058,1.0,no,0,4,8,2140,0,1951-01-01,1970-01-01,98002,47.3167,-122.214,12,2014-12,2014,winter,old,no,235000.0,238000.0,buy,275825.0,25075.0
492000475,2014-12-11,245000.0,4,1.5,2010,7561,1.5,no,0,4,7,1890,120,1921-01-01,1970-01-01,98002,47.31100000000001,-122.227,12,2014-12,2014,winter,old,yes,235000.0,238000.0,buy,269500.0,24500.0
7116500705,2015-01-29,156000.0,2,1.0,920,5889,1.0,no,0,4,6,920,0,1950-01-01,1970-01-01,98002,47.3012,-122.21799999999999,1,2015-01,2015,winter,old,no,235000.0,238000.0,buy,202800.0,46800.0
7345310100,2014-12-08,238000.0,4,1.75,1650,6900,1.0,no,0,3,7,910,740,1978-01-01,1993-01-01,98002,47.2802,-122.211,12,2014-12,2014,winter,new,yes,235000.0,238000.0,buy,261800.00000000003,23800.00000000003
3313600266,2015-02-13,190000.0,3,1.0,1180,8775,1.0,no,0,3,7,1180,0,1966-01-01,1970-01-01,98002,47.2848,-122.223,2,2015-02,2015,winter,new,no,235000.0,238000.0,buy,247000.0,57000.0
